,y
109,73.2619988954621
110,66.14382230887237
111,69.6101013457569
112,69.1870725448738
113,75.32099421280002
114,60.96800443707312
115,78.00139051142624
116,69.74156700463179
117,71.88534509074819
118,66.54102561935143
119,73.91468401341885
120,70.548737794254
121,67.11864631437875
122,71.18550724967069
123,79.0371220806669
124,78.07195055903313
125,66.51228154807576
126,62.54849727779313
127,76.17835123548932
128,79.74090415514736
129,67.22097336592742
130,70.48070377657282
131,67.30513492095064
132,68.40182688646196
133,71.4486878565021
134,67.58219517180676
135,74.85731024820628
136,69.74266788986081
137,77.61446901224821
138,65.12045448644375
139,74.24418112431754
140,75.77325207743681
141,69.4302857018965
142,72.33445364069115
143,66.1940240376139
144,69.52777425098895
145,72.18438887787504
146,67.8959310590193
147,69.34486663447258
148,65.61559718893497
149,68.14727112931001
150,60.79296825962318
151,68.96481785915262
152,61.48483313108221
153,65.65711139859158
154,68.45087739548154
155,69.57639685240098
156,69.80834641154375
157,66.66953431535663
158,75.67974969416059
159,58.322483652834634
160,84.74462824247021
161,67.047891559362
162,68.66942815199455
163,67.54485345593432
164,72.09954127221354
165,63.92135465436381
166,74.19370185655873
167,73.11475405736559
168,68.61756719052576
169,68.27910076473192
170,74.90342132038055
171,70.41591226723618
172,80.5844515292923
173,71.4940103400961
174,75.59261054085027
175,70.02220789015034
176,68.09649857192078
177,66.02548937661282
178,78.9992614363966
179,67.15617569471613
180,68.29139164987355
181,73.0605169108731
182,71.90774160270144
183,77.67522448970743
184,69.24571476298327
185,61.55783477606924
186,66.2968232819912
187,66.56356524184338
188,67.39000275709941
189,69.97959299927685
190,63.701334969998996
191,67.9897991632398
192,72.47565208315324
193,62.36426947314686
194,72.49260212923626
195,61.065364827198366
196,66.49092133297123
197,71.99084233749069
198,73.72332251343894
199,69.74122981730338
200,70.63218649898559
201,67.08103006088504
202,75.22378603688117
203,67.40921136244685
204,61.593402144720514
205,76.25124963953677
206,59.520119123821935
207,75.0669394466574
208,60.04447361283434
209,67.81910327938918
210,64.56970792540277
211,75.15611348425092
212,71.16734965656208
213,67.51846811060284
214,80.06835713062878
215,60.86856181725224
216,73.10256904438977
217,74.28439819872261
218,73.20107497927019
219,71.86291587218344
220,69.91958009041727
221,71.12395501253837
222,65.39158286446373
223,66.8932765508141
224,62.635372895782936
225,75.77621444455391
226,63.521903057851944
227,61.5222358939517
228,75.49562711626925
229,66.39450904526467
230,70.0612837981463
231,64.79475663649912
232,60.707798602648936
233,65.33940135520571
234,72.23628074552671
235,63.6213589920479
236,75.88359138022298
237,68.83729290600459
238,73.24557829336007
239,73.11459283750817
240,62.772716989573794
241,68.34072795776548
242,66.9890570075885
243,66.7535324004731
244,64.44741229558154
245,72.31040829291676
246,60.28077181364483
247,66.15242283193835
248,73.25669043000934
249,71.91067122363798
250,66.97550555165029
251,65.96588023920839
252,80.42992580971024
253,71.94166974998491
254,74.69221916852267
255,68.21883739779707
256,64.2893572410379
257,64.29783358659601
258,73.25398056594688
259,75.36000439404471
260,63.13254960713731
261,79.8573440084099
262,67.15404241747234
263,69.47173274223726
264,61.21013133056914
265,73.27171207780643
266,68.03780760385071
267,68.79475983349393
268,74.46756461207595
269,68.20646986714401
270,71.9947171568728
271,80.09523560599204
272,77.69878938292918
273,76.68378481907104
274,72.10073733605832
275,66.33905664682193
276,58.04478042754315
277,68.82527090188314
278,72.24746603432754
279,78.55975229131882
280,74.72830950294451
281,66.18128362672473
282,81.10541168243955
283,70.54686389933164
284,75.6703165604543
285,65.60464715623948
286,70.27951444303743
287,80.98572268910209
288,66.33107317331718
289,72.16273329425569
290,74.7012806537054
291,81.9733161531624
292,71.13358649942491
293,73.69920154955031
294,73.0389945404249
295,64.56469696309942
296,67.52776179938606
297,73.18070987545559
298,67.04990670720557
299,62.04033048768996
300,64.81706366726155
301,76.51083542099805
302,67.64760932374993
303,65.5030056504868
304,70.34605120278783
305,69.43435668420776
306,74.0236157034633
307,65.17691859315903
308,76.39743829870226
309,74.03820048734977
310,70.16662856980611
311,67.77213807000061
312,70.23810258326897
313,64.27648893693153
314,80.4043061578696
315,64.74399048953006
316,73.78114265722907
317,67.20549805121766
318,72.23478117598131
319,73.08172863071823
320,67.64880218955744
321,62.95421455592485
322,69.61729905533555
323,66.42411949514289
324,63.05707822419987
325,76.73073450465951
326,78.39040680637045
327,77.38647394757932
328,74.02964661237593
329,65.21138982216274
330,70.765462791396
331,65.55574324817833
332,77.77935293080643
333,73.37454586236417
334,69.40548697678022
335,73.13189262476031
336,69.51587913247229
337,60.69121941267409
338,81.16511306711753
339,66.05787836697112
340,70.54379948955862
341,74.8772595833848
342,66.78896138060655
343,75.9740121411915
344,69.97554904529169
345,65.10581740491662
346,74.71298039873902
347,73.14221073402769
348,73.96155465611601
349,64.60595933095597
350,66.02463835420235
351,74.33331445872818
352,68.21088334125989
353,64.9696086194539
354,66.67840312589472
355,63.12526669310779
356,65.4042468205455
357,61.93947371554637
358,60.193585132433185
359,64.88858984767548
360,66.31102899159126
361,73.03005615038539
362,69.16643473073023
363,74.01056779463542
364,71.85606620322181
365,69.2566680516498
366,70.855213358791
367,68.17566220430466
368,72.55416008093502
369,65.75104212001891
370,77.63583954586694
371,62.837549206826054
372,79.81985742542707
373,77.6389013631825
374,69.57318937399369
375,67.0381359735519
376,78.329818002218
377,74.40173386186791
378,64.84731192728277
379,67.05488118439216
380,73.71438645168783
381,71.81903840411753
382,70.68630519617062
383,76.03761481697283
384,69.46930548771888
385,73.67858999813305
386,68.91755187442416
387,63.094703755117834
388,67.07920659373863
389,70.2420901983904
390,66.85053316116557
391,72.84857131421603
392,66.62794816575759
393,72.53501755495621
394,59.47391247886091
395,67.39734451227115
396,82.6164788272925
397,70.70180085353176
398,72.6003995830724
399,58.64202797516364
400,69.80613247814053
401,68.05295318168604
402,68.02168343899054
403,72.24142830900605
404,76.13215590931499
405,70.44854998803078
406,70.55016532082129
407,73.00661657207579
408,63.88960045572337
409,62.4910835202447
410,68.27273731693201
411,64.62644991252678
412,63.72338600865022
413,76.49472019597579
414,70.77354051713706
415,68.62681676295563
416,70.76659248915739
417,60.961598466787194
418,60.82200250154956
419,70.97251304644364
420,63.30650499077413
421,72.21203600074048
422,77.85293588045568
423,69.67888907628893
424,77.36459758483659
425,63.165235405978905
426,74.64609432898355
427,67.114307444785
428,68.23413457980737
429,66.41354576154407
430,65.12162182811602
431,60.0462017256591
432,59.902235347854116
433,75.96806177913396
434,68.78513815883987
435,64.37342314102801
436,67.71762605686695
437,57.49522821188202
438,72.29806625412898
439,63.01599528706684
440,70.36194667688252
441,72.62398213334313
442,72.02713145020675
443,65.65195198883468
444,70.78096334610218
445,74.83065246809325
446,72.67722755818178
447,64.70954394759843
448,66.19100399871252
449,65.68079174728267
450,68.20715689152115
451,70.50856809453934
452,64.63866150914644
453,65.63156510781816
454,67.38354324693238
455,67.79980657207277
456,65.79817954574224
457,71.95989047892118
458,67.60988250445807
459,63.31163046774721
460,70.09744697059477
461,69.23252721737879
462,69.46823127261563
463,72.62306794239309
464,60.80341454662502
465,69.52571007280365
466,71.6466636989462
467,70.86632556445922
468,70.59099699140687
469,68.29341842395864
470,70.60112113710409
471,69.36258038687517
472,68.23917815179337
473,64.03726298142057
474,63.63591827797168
475,71.54700913170215
476,64.05728179300874
477,63.982127782389284
478,68.1580362184488
479,72.99871748232093
480,65.49273944215238
481,58.56756950068356
482,70.13917693211233
483,75.89801880757574
484,59.9664566214323
485,78.56689216456468
486,63.877200321188084
487,70.87530004319345
488,73.94790333508517
489,69.07074575128273
490,65.15392521279122
491,66.38392158825677
492,62.2036256446446
493,67.28205634545445
494,69.9250452447722
495,66.97599874572644
496,58.49409607972495
497,73.94066188832332
498,57.86961046054351
499,67.4520483839798
500,61.3543107697665
501,65.01071385092753
502,81.42068727704334
503,65.86989242635532
504,67.35533312349921
505,75.09149453395351
506,70.56552438883952
507,68.86537854914657
508,62.93095086649953
509,76.86644717731782
510,74.42472610455229
511,76.71771802521623
512,69.1454587869455
513,62.33943497445716
514,62.80980896619765
515,64.83624083299858
516,76.69413180693596
517,65.23579916023473
518,69.44463563862054
519,70.75130354577651
520,77.79040078781757
521,71.76734571022774
522,72.91127771074137
523,64.27263731105934
524,72.76287903126338
525,68.19414009304704
526,72.88178779144648
527,75.14990279203704
528,63.99671049465654
529,63.966127945890904
530,75.44293927176821
531,80.40756217942402
532,63.440173692875646
533,72.08515661636149
534,65.45196752648874
535,68.4705853038898
536,73.57182635873349
537,68.33365790423134
538,70.36581027627255
539,76.23711642185148
540,64.96910442639928
541,63.416208041606154
542,69.53939830694937
543,69.92159483728638
544,72.64008735398335
545,67.1654939321714
546,68.20672958541086
547,69.57514003315907
548,73.12735093292643
549,72.84444816800534
550,71.27018939259133
551,70.81289936028249
552,78.79059002486079
553,71.6603545244218
554,62.478663308744174
555,72.2866231202398
556,73.15179277646418
557,66.0750428177159
558,79.2000652221158
559,68.10334682617359
560,77.08761308995291
561,72.46973082791169
562,80.15069926265795
563,71.09663962683176
564,61.14399349403476
565,68.6294016343725
566,68.21102187122342
567,63.36356488644542
568,70.85580439123534
569,66.85743883660164
570,80.59134142688835
571,63.90068822725411
572,75.61473094788276
573,69.51788456767567
574,66.03869210097746
575,73.9618062190162
576,69.85666376918297
577,66.43374299377786
578,77.44014981657767
579,76.30826467371622
580,71.69207319942115
581,77.69952256526078
582,67.95621276900569
583,58.07418813750343
584,58.90297668595422
585,78.884718874648
586,67.33624055660435
587,68.65589987261833
588,73.23823739522942
589,64.66043319718388
590,68.6962625677196
591,67.58191278819297
592,62.342694514604375
593,78.32630648048296
594,78.94226297614743
595,77.12564380298042
596,65.01949940304397
597,74.31601369583242
598,61.50461973718582
599,65.93930699591981
600,74.56564813052019
601,65.86411855463054
602,64.18563948282481
603,75.50597082656996
604,70.44480005983175
605,68.17715760488295
606,61.72768131397598
607,71.02083052219093
608,64.48941716169425
609,66.0045818565131
610,78.82722465380574
611,68.90440158041275
612,79.34546778057249
613,58.41750604112891
614,64.85614946305162
615,70.4792453805772
616,76.42298789927152
617,61.25189243435268
618,66.10571668494062
619,83.42813075948342
620,74.47661584790683
621,75.00327941849157
622,64.62678407870499
623,64.16034073113327
624,74.10752025101336
625,76.0529047425281
626,72.29108600662724
627,72.15147944979611
628,60.52216763613315
629,61.18111452471736
630,77.6379605494619
631,73.10555617583651
632,70.02997608501987
633,64.13661071691338
634,67.13952014734168
635,77.02801632963876
636,70.19060022650785
637,76.60470435787585
638,74.58786986244728
639,70.33640252307812
640,63.24906480715107
641,75.05585542256789
642,71.50855094115991
643,70.22832531035088
644,80.28505254599646
645,60.62681497027674
646,69.42412928824724
647,66.92750388239199
648,69.39412099509943
649,68.3972955785739
650,72.01449842121445
651,65.88905226137739
652,73.38239391686182
653,66.91627841806513
654,75.87746862642192
655,66.43258774600443
656,70.0055732311046
657,62.62736834140749
658,71.61347220291303
659,72.32910931123348
660,68.16108080275087
661,59.88926511683184
662,71.03204845783608
663,75.81455245579453
664,64.54122201920693
665,66.28164174575952
666,75.03702976409173
667,76.97661570739042
668,63.37453853045268
669,64.95389763500246
670,71.5094540483934
671,75.5979581304255
672,72.7732765386083
673,66.5203337197296
674,62.75883479609875
675,73.70634553555718
676,76.20309961523724
677,67.89596319616561
678,68.19549390995485
679,76.255426220712
680,65.65084984725131
681,70.0406198794902
682,73.08359876980177
683,69.36420687450733
684,70.44220250297393
685,73.78145952331292
686,79.49233783060191
687,68.38525888462208
688,75.25064312020672
689,66.807400616847
690,81.02577091594301
691,68.67517212541462
692,68.18036419400323
693,75.78288068281742
694,61.15005231051798
695,72.93697029626627
696,72.05037508567628
697,68.29957174853782
698,72.27162150509137
699,67.63104943250399
700,72.83344490251886
701,72.71202289674287
702,69.60412702851396
703,70.19158287890805
704,74.34974022825574
705,68.28813412755618
706,76.52811989791405
707,70.3027201430486
708,71.25919282920984
709,73.66824447191185
710,69.38675142083257
711,81.6419141559472
712,66.81579348633082
713,67.28807321627482
714,70.82103798225101
715,76.58418456529077
716,66.29342225753831
717,72.18624137314083
718,61.826291909975936
719,67.21436822213509
720,64.77131433105619
721,73.52804326455548
722,74.18984715348844
723,60.231032136027935
724,61.51781389401491
725,68.58968713878811
726,65.50911631441723
727,65.59023080460723
728,80.79956296652564
729,64.41028520772618
730,62.04683859657443
731,70.668618405126
732,68.58270145925461
733,72.82796680676215
734,72.85967443662886
735,68.7349486521428
736,66.24675341305174
737,59.80410090341296
738,66.69994992912142
739,70.61998292499293
740,72.53233056513243
741,73.21728633935518
742,60.0574602962255
743,67.10678689887209
744,70.64079233240322
745,68.94051232037056
746,72.184974401448
747,71.10536269318291
748,68.76497043257743
749,74.08326493593498
750,66.34942570445664
751,63.165459935184145
752,65.87040557873875
753,65.1139186890394
754,70.76821819264569
755,61.77164699390143
756,62.901722738030045
757,63.492453859370414
758,64.56183205284606
759,65.65164916978507
760,69.44254923403098
761,60.939629915448876
762,73.57549988395911
763,59.04809760717358
764,68.22520730088591
765,71.56665932672405
766,65.52183437575539
767,73.84417697487167
768,57.7858837278024
769,73.21439445417717
770,75.5657866792411
771,63.750213301394524
772,72.3799517182414
773,70.65918598909786
774,64.45834532670733
775,72.55525967037266
